User_name,Location_hotel,Hotel_name,Rating,Comment,Service,Infrastructure,Sanitary,Location,Attitude
Nguyen T. T. H.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,tôi hài_lòng về chuyến đi và cách phục_vụ của khu_nghỉ_mát,1,0,1,0,2
Bui T. T.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,dịch_vụ ok nhân_viên tư_vấn nhiệt_tình,1,0,0,0,2
Phuong H.,Đà Lạt,Ana Mandara Villas Dalat Resort & Spa,9.0,nhân_viên lễ_tân và phục_vụ tại đó thì dễ_thương phòng_ốc to rộng đậm chất cổ cổ kiểu pháp lò_sưởi trong phòng bật lên cũng không_thấy khác gì không_bật buổi sáng buffet ít món không_ngon lắm ăn_uống thì chưa đạt chuẩn 5 sao nhưng trải_nghiệm thì khá ok,1,1,0,0,2
Tien T.,Hồ Chí Minh,Ruby Saigon Hotel,6.0,điều_hòa các thiết_bị trong phòng ồn,0,1,0,0,0
Le V. H.,Đà Nẵng,Khách sạn Royal Charm,9.7,tuyệt_vời khách_sạn này tuyển toàn nhân_viên dễ_thương thân_thiện và tận_tình có một cậu nhân_viên rất dễ_thương đến bây_giờ mình vẫn nhớ phòng đẹp sạch_sẽ giá_cả hợp_lý đồ ăn được phòng nào cũng có ban_công nên phòng rất là thoáng và thoải_mái,1,1,1,0,2
Nguyen D. H.,Huế,DMZ Hotel,9.1,phòng hơi nhỏ mà phòng vệ_sinh to nhưng chấp_nhận được trong tầm giá tiếp_tân lịch_sự được mang đồ lên tận phòng nói_chung là hài_lòng,1,1,0,0,2
Vo T. N.,Phan Thiết,Phan Thiet Ocean Dunes Resort,6.3,phòng máy_lạnh không_chỉnh được nhiệt_độ máy_lạnh giống như được lập_trình 1 nhiệt_độ duy_nhất lúc_nào cũng lạnh khiến sau kỳ nghỉ tôi bị sốt,0,1,0,0,0
Nguyen T. T. H.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,chuyến đi vui dịch_vụ tốt và nhân_viên phục_vụ cũng rất chu_đáo mình cũng rất hài_lòng về chuyến đi,1,0,0,0,2
Tran D. H.,Hội An,Lasenta Boutique Hotel Hoian,10.0,khách_sạn ở vị_trí đẹp yên_tĩnh trang_thiết_bị hiện_đại phòng ở tiện_nghi sạch_sẽ và thoáng mát khung_cảnh đẹp phong_cách phục_vụ nhiệt_tình chuyên_nghiệp món ăn phong_phú đa_dạng và rất ngon nói_chung là rất ổn cho kỳ nghỉ cùng gia_đình,1,1,1,1,2
Nguyen T. T. P.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,khách_sạn tốt chất_lượng khách_sạn ổn nhân_viên ivivu nhiệt_tình tư_vấn tốt,1,1,0,0,2
Nguyen P. T.,Nha Trang,Melissa Hotel Nha Trang,9.1,cảm_ơn melissa đã cho tôi kỳ nghỉ tuyệt_vời vị_trí thuận_lợi di_chuyển mọi thứ chuẩn_bị rất chu_đáo sạch_sẽ,1,1,1,1,2
Mai T. N.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,khu_nghỉ_mát quá đẹp vị_trí thuận_tiện dịch_vụ quá là ok điểm đáng tiếc duy_nhất là hình_như không_có dịch_vụ spa,1,0,0,1,2
Thi T. H. N.,Hạ Long,Ivy Hotel - Ha Long,8.5,nhân_viên rất tận_tình khách_sạn rất sạch_sẽ tiện_lợi việc đi_lại nếu có cơ_hội tôi sẽ quay lại,1,0,1,1,2
Le M. T.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,8.0,chúng_tôi đến sớm tâm 12 giờ nhưng phải đến 14 h10 mới được nhận phòng do phòng chuẩn_bị cho chúng_tôi vẫn chưa xong chuyển phòng_khách thì phải bảo_trì máy_lạnh 2 lần sau đó phải đổi phòng khác lúc về có cho chúng_tôi trả_phòng muộn vì chuyến bay tôi bay tối,1,1,0,0,0
Nguyen T. D.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,10.0,khách_sạn tốt nhân_viên ivivu nhiệt_tình trong việc đổi và bảo_lưu đặt phòng khách than_phiền về team vé máy_bay về quy_định sau khi khách bảo_lưu team vé báo giá_trị của khác không_bằng 15 của vé mới khách sẽ không_quay lại sử_dụng dịch_vụ nữa,1,1,0,0,1
Dung D.,Đà Lạt,Cereja Hotel & Resort Dalat,9.7,tôi rất hài_lòng từ nhân_viên đến chỗ ở thức_ăn rất ngon phòng tắm nước nóng sạch_sẽ điều_hòa không_khí làm giảm bớt cái lạnh của đà lạt,1,1,1,0,2
Nguyen P. T.,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,không_có_gì mà không_hài_lòng về chuyến đi chúng_tôi đã có kỳ nghỉ rất vui,0,0,0,0,2
Nguyen N. D.,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,9.5,gia_đình tôi đã có chuyến đi vui_vẻ,0,0,0,0,2
Le T. T. V.,Hội An,Lasenta Boutique Hotel Hoian,10.0,vô_cùng thích khi ở đây thoải_mái,1,0,0,0,2
Nguyen T. T. T.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,lần thứ 2 tôi đến đây lần nào cũng thấy hài_lòng từ nhân_viên đến phòng ở và dịch_vụ đều rất tốt,1,1,0,0,2
Tran T. D.,Phan Thiết,Rạng Garden Beach Side Resort,5.9,ăn sáng chưa ngon bãi biển toàn vỏ_sò,1,0,0,1,0
Nguyen T. L. A.,Quy Nhơn,Anya Hotel Quy Nhon,8.5,phòng ok mỗi cái bể_bơi hơi bé đồ_ăn khách_sạn các món hay hết sớm và không_được phong_phú lắm nên bổ_sung,1,1,0,0,0
Bui T. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,tôi thấy rất hài_lòng về chuyến đi dịch_vụ khách_sạn chuyên_nghiệp phòng đẹp và nhân_viên chu_đáo dịch_vụ ivivu rất tốt tôi thấy hài_lòng,1,1,0,0,2
Tran T. N. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,khách_sạn ở rất thoải_mái sạch_sẽ tất_cả nhân_viên rất nhiệt_tình thân_thiện món ăn ngon_miệng tôi rất thích nơi đây và sẽ tiếp_tục chọn victoria khi đi nghỉ ở phan_thiết,1,1,1,0,2
Mai T. T. T.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,khách_sạn tốt phòng_ốc sạch và nhân_viên chu_đáo tôi rất hài_lòng cảm_ơn ivivu đã hỗ_trợ nhanh và nhiệt_tình,1,1,0,0,2
Tran T. T. T.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,8.0,khách_sạn khung_cảnh cực đẹp vị_trí thuận_tiện đầy_đủ các tiện_ích nếu có xe chở khách xuống cáp_treo để qua vinpearland sẽ tốt hơn,0,0,0,1,2
Nguyen T. K. O.,Đà Nẵng,Da Nang – Mikazuki JAPANESE RESORTS & SPA,6.6,phòng biệt_thự nhiều muỗi hệ_thống thoát nước phòng tắm kém không_có xà_phòng rửa tay hay nước rửa tay,0,1,1,0,0
Le T. N.,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,8.0,dịch_vụ ok nhân_viên tư_vấn nhiệt_tình hỗ_trợ tốt,1,0,0,0,2
Nguyen M. D.,Đà Nẵng,Khách sạn Royal Charm,9.7,phòng sạch_sẽ vị_trí thuận_tiện ra biển mỹ khê cầu rồng cầu tình_yêu v v lễ_tân nhiệt_tình vui_vẻ,1,0,1,1,2
Nguyen T. M. T.,Đà Nẵng,Khu nghỉ dưỡng Furama Đà Nẵng,8.0,bạn đức ivivu tư_vấn nhiệt_tình và hỗ_trợ rất tốt khách_sạn đẹp nhân_viên thân_thiện đặc_biệt là bạn trân fo sup rất dễ_thương nhưng ăn sáng tệ ít lựa_chọn lại không_ngon,1,0,0,0,2
Nguyen T. M. D.,Phan Thiết,Sea Links Beach Villas Phan Thiết,8.5,chuyến đi rất tốt tôi rất hài_lòng về khách_sạn mọi thứ tuyệt_vời nhân_viên ivivu làm_việc rất chu_đáo và tận_tâm cảm_ơn ivivu đã hỗ_trợ rất nhiệt_tình cho chuyến đi của tôi,1,1,1,0,2
Chieu Q.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.0,khách_sạn sạch_sẽ thoáng tuy phòng hơi nhỏ buffet sáng cũng khá phong_phú ăn cũng được chất_lượng và giá_trị cũng khá phù_hợp với gái tiền bỏ ra,1,1,1,0,2
Nguyen T. H. H.,Huế,Khu nghỉ dưỡng Pilgrimage Village Boutique,10.0,tôi đã có 1 ngày nghỉ_dưỡng vội_vàng nhưng rất chất_lượng tại pilgrimage tất các cả bạn nhân_viên đều rất dễ_thương nhiệt_tình với tôi từ lễ_tân bell men hay các bạn làm buồng nhà_hàng đặc_biệt là bạn phương lễ_tân đến với pilgrimage vào mùa mưa và dịch_bệnh nên cũng chưa được trải_nghiệm hết các dịch_vụ làm mình hơi tiếc_nuối tôi hài_lòng với tất_cả cảm_ơn các bạn tại pilgrimage tôi chắc_chắn sẽ quay trở_lại love all,1,1,1,0,2
Bui T. T. T.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,thủ_tục nhanh gọn phòng sạch và thoải_mái,1,0,1,0,2
Tran Q. T.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,2 ngày lưu_trú tại mường thanh luxury khánh hòa_mang cho tôi nhiều cảm_xúc tốt_đẹp khách_sạn mới nhân_viên thân_thiện bữa sáng ổn_đáng là nơi để trở_lại khi tới nha trang,1,1,0,0,2
Nguyen T. P. T.,Vũng Tàu,Khách sạn Fusion Suites Vũng Tàu,8.0,khách_sạn đẹp mới dịch_vụ tốt lúc tôi đặt là phòng sang_trọng suite tôi thấy hình có ghế sofa nhưng khi lên phòng thì không_thấy các trang_trí và nội_thất khác thì giống hình tôi có hỏi bạn nhân_viên hướng_dẫn tôi lên phòng nhưng không_được phản_hồi khi trả_phòng tôi cũng có hỏi lễ_tân nhưng cũng không_nhận được câu trả_lời mát_xa làm ok tôi rất thích,1,1,0,0,1
Nguyen T. N. M.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,mình và gia_đình thấy khách_sạn ở rất thoải_mái sạch_sẽ nhân_viên và chất_lượng phục_vụ thì rất tốt,1,1,1,0,2
Tran T. T. H.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,đã là thứ 3 tôi đến đây phục_vụ tốt tôi rất hài_lòng,1,0,0,0,2
Nguyen T. M. L.,Nha Trang,Melissa Hotel Nha Trang,9.7,rất ưng_ý chắc mình đi vào thời_gian không_đông nên khách_sạn sạch_sẽ thoáng mát,0,1,1,0,2
Nguyen T. B.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,dịch_vụ chu_đáo phòng đẹp và thoải_mái nhưng bữa sáng chưa ok lắm không_được ngon,1,1,0,0,1
Nguyen T. M. N.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,10.0,hài_lòng với dịch_vụ ivivu cám_ơn nhiều minh_ngọc,1,0,0,0,2
Nguyen C. T.,Hà Nội,MK Premier Boutique Hotel,7.0,bạn bảo_vệ ban_đêm nhìn mặt rất khó_chịu khách đến nhờ hỗ_trợ check cái camera để xem khách đem ví vào khách_sạn hay để quên ở trên xe grab nhìn cứ như giang_hồ hơn là an_ninh còn lại mọi thứ ok từ lễ_tân đến chú bảo_vệ ban_ngày,1,1,1,0,0
Nguyen P. L.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,dịch_vụ tốt không_có_gì đáng chê,1,0,0,0,2
Mai M.,Hồ Chí Minh,Khách sạn Cozrum Smart - First Target,6.4,tôi đã yêu_cầu nhận_phòng và trả_phòng muộn nhưng app đã không_thông_báo tới địa_điểm lưu_trú và không_ai báo lại với tôi khi đang lưu_trú tôi đã bị yêu_cầu dọn ra khỏi phòng và chỉ có 15 phút để thu_xếp quá tệ phòng ở của tôi phải đi bộ 1 lầu trong khi miêu_tả có thang_máy hoàn_toàn và không_hề báo là phải đi bộ tôi có nhiều hành_lý nặng nên đã phải một_mình lôi đồ_đạc đi cầu_thang bộ không_có nhân_viên nào hỗ_trợ,1,1,0,0,0
Nguyen T. N.,Đà Lạt,Khách Sạn LADALAT,10.0,khách_sạn phục_vụ tốt tôi hài_lòng,1,0,0,0,2
Nguyen T. T. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,ăn sáng ngon nhân_viên phục_vụ tốt,1,0,0,0,2
Tran T. M. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,phòng đẹp chất_lượng tốt nhân_viên khách_sạn và ivivu đều ok,1,1,0,0,2
Nguyen Q. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,chất_lượng khá tốt mọi thứ đều ổn cả tôi khá ưng_ý về nơi ở vừa_rồi do cũng đặt qua đây nhiều lần tôi cũng tin_tưởng vào dịch_vụ ivivu hỗ_trợ tôi rất tốt nhanh_chóng,1,1,1,0,2
Nguyen T. N. T.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),9.5,chuyến đi của tôi ok mọi việc tốt,1,1,1,0,2
Nguyen V. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,rất tốt nhân_viên bảo_vệ quan_sát khi khách xuống bãi biển lo quá khách cũng ngại không_muốn để bảo_vệ lo_lắng nên tắm biển không_thoải_mái nói_chung vì an_toàn sạch_sẽ ăn_uống rất vừa_miệng chúc khu_nghỉ_mát vượt qua mùa dịch covid 19,1,0,1,1,2
Luong T. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,khu_nghỉ_mát đẹp dịch_vụ tốt nhân_viên ok,1,1,0,0,2
Tran T. N.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,9.0,khuôn_viên rộng nên gọi xe di_chuyển hơi lâu nhận_phòngtrả_phòng mất thời_gian chắc do đông khách đồ ăn gọi rất nhanh,1,1,0,0,1
Le N. T.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,khu nghỉ_dưỡng sạch_đẹp nhân_viên lễ_phép hỗ_trợ khách nhiệt_tình chúng_tôi được xếp 2 phòng phòng kết_nối rất thuận_tiện hỗ_trợ nhận_phòng sớm đồ ăn sáng ngon đa_dạng sẽ quay lại lần sau,1,1,1,0,2
Dang T. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,9.0,không_gian khu_nghỉ_mát ok vị_trí hơi xa so với các khu_nghỉ_mát khác nhưng gần đồi hồng tôi thấy cũng tiện đi_lại và vui_chơi ăn sáng thiên về món ăn phương_tây tôi ăn không_quen nhưng tôi thấy thức_ăn cũng ngon tôi hài_lòng về khu_nghỉ_mát này,1,1,0,1,2
Nguyen T. L.,Quy Nhơn,Muong Thanh Quy Nhon Hotel,9.1,khách_sạn không_còn mới nữa nhưng rất sạch_sẽ nhân_viên phục_vụ nhiệt_tình thân_thiện,1,1,1,0,2
Phan T. T. H.,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,lịch_sự thân_thiện,1,0,0,0,2
Nguyen H. N.,Hội An,Lasenta Boutique Hotel Hoian,9.4,không_gian đẹp sạch_sẽ nhân_viên nhiệt_tình,1,1,1,0,2
Nguyen T. T. T.,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,khách_sạn rất đẹp nhân_viên phục_vụ khá tốt tôi rất hài_lòng,1,1,0,0,2
Nguyen T. L. H.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,8.0,lúc tôi gọi món ăn ở nhà_hàng thì các bạn không_hiểu ý lắm buổi tôi tôi có mượn 2 cái tô để sử_dụng nhưng chờ hơn 1 tiếng cũng chưa thấy tôi phải gọi nhắc chỉ có 2 vấn_đề trên còn phòng đẹp nhìn_chung phục_vụ cũng ok,1,1,0,0,1
Nguyen M. T.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,8.0,hôm tôi đến nhận_phòng nhận phòng mặc_dù trong đơn đặt phòng tôi đã trả cho ivivu về tiền phụ_thu cho con của tôi thì nhân_viên lễ_tân vẫn bắt tôi phải đóng tiền ngay lúc đó tôi có điện về cho ivivu cảm_ơn ivivu đã giải_quyết kịp_thời để họ trả lại tiền cho tôi thêm nữa ngày tôi đi trời mưa nên cũng chẳng vui_chơi gì được nhiều tôi hài_lòng về cách phục_vụ của các bạn nhân_viên ivivu rất nhanh_chóng và kịp_thời khu nghỉ_dưỡng về phòng_ốc thì quá ổn rồi không_còn gì phàn_nàn thêm,1,1,0,0,2
Huynh T. H.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,dịch_vụ khách_sạn ok nhân_viên ivivu hỗ_trợ nhiệt_tình,1,0,0,0,2
Le T. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,bãi biển riêng đẹp và sạch hồ bơi lớn đi kèm pool bar rất tiện_lợi đồ_ăn rất ngon thích_hợp đi nghỉ dưỡng cho gia_đình ăn sáng hơi ít món nhưng khá là ngon,1,1,0,1,2
Pham T. Q.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,10.0,dịch_vụ ok nhân_viên nhiệt_tình chuyến đi hài_lòng,1,0,0,0,2
Le T. T.,Đà Nẵng,Angel Hotel Danang,9.7,phòng đẹp nhân_viên dễ_thương khách_sạn sát biển đồ ăn ngon sẽ quay lại,1,1,0,1,2
Ngoc T. N.,Hồ Chí Minh,The Noble Swan Woodpark Hotel,9.4,rất ổn các bạn nhân_viên thân_thiện dễ_chịu,1,0,0,0,2
Phuong P.,Hà Nội,MK Premier Boutique Hotel,10.0,nhân_viên thân_thiện phòng đẹp dịch_vụ tốt,1,1,0,0,2
Nguyen T. T. T.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,khu nghỉ_dưỡng phục_vụ tốt chất_lượng phòng ok,0,1,0,0,2
Nguyen H. L.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,dịch_vụ ok chúng_tôi có chuyến đi hài_lòng,1,0,0,0,2
Le M. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,7.0,thức_ăn trưatối không_đa_dạng nếu ở lâu hơn 2 đêm thực_chất gia_đình mình tính ở thêm nhưng muỗi quá,1,0,1,0,0
Thi N. A. N.,Hội An,TTC Hotel - Hoi An,8.5,khách_sạn cách phố cổ không_xa hồ bơi rộng nhân_viên thân_thiện,1,1,0,1,2
Nguyen T. T. T.,Phan Thiết,Sea Links Beach Villas Phan Thiết,9.0,tôi thấy tất_cả đều ổn nhà tôi hay đặt ở đây cơ_sở_vật_chất rất thoải_mái và tiện_lợi nhân_viên nhiệt_tình thân_thiện,1,1,1,0,2
Thi T. H. N.,Huế,The Sunriver Boutique Hotel Hue,6.0,trải_nghiệm như các đề_xuất trước phòng bẩn dưới gầm giường nguyên rác bàn bẩn nhân_viên không_nhiệt_tình vui_vẻ trải_nghiệm chán,1,1,1,0,0
Le H. T.,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,tôi rất hài_lòng đi chơi rất vui tôi sẽ tiếp_tục đồng_hành cùng ivivu ở những chuyến đi sau,0,0,0,0,2
Nguyen V. T.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,nhân_viên tư_vấn ivivu bạn huy hỗ_trợ tư_vấn tốt khách_sạn ok,1,1,0,0,2
Nguyen T. K. A.,Quy Nhơn,Muong Thanh Quy Nhon Hotel,8.5,sạch_sẽ nhân_viên thân_thiện,1,0,1,0,2
Bui T. H.,Phú Quốc,Radisson Blu Resort Phu Quoc,10.0,khách_sạn xứng tầm 5 sao không_có_gì để chê,0,1,0,0,2
Le H. T.,Phú Quốc,The Palmy Phú Quốc Resort & Spa,9.4,nếu không_để_ý quá tới nội_thất trong phòng thì khu_nghỉ_mát cũng thoải_mái có hồ bơi vô_cực ở lầu 8 chụp hình rất đẹp buffet sáng tương_đối ít món nhưng ăn vẫn ổn khi cần gọi điện xuống lễ_tân thì được phục_vụ rất ok,1,1,0,0,2
Nguyen T. N.,Đà Nẵng,Angel Hotel Danang,6.1,chăm_sóc khách_hàng kém phòng hôi chăn ga hôi đồ_dùng cũ,1,1,1,0,0
Nguyen T. K. T.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,khách_sạn rất ok tôi hài_lòng phục_vụ chu_đáo nhiệt_tình,1,1,0,0,2
Nguyen T. H.,Hồ Chí Minh,Ruby Saigon Hotel,6.1,phòng_ốc và nhân_viên đều tệ khách_sạn không_thân_thiện với khách_hàng,1,1,0,0,0
Minh T.,Hồ Chí Minh,Ruby Saigon Hotel,6.0,các phòng đều nhỏ nhân_viên lễ_tân không_thực_sự thân_thiện họ đã có thái_độ với chúng_tôi đặc_biệt là trung_tâm blessing 1 trên đường 48 nguyễn_an_ninh gần chợ bến_thành bữa ăn sáng không_thực_sự tốt_đẹp tất_cả mọi thứ đã được kế_hoạch và không_có hương_vị khi tôi yêu_cầu thay_đổi phòng nhân_viên tiếp_tân đã có một thái_độ với tôi như tôi đã không_phải trả tiền để ở lại hay cái gì đó,1,1,0,0,0
Nguyen T. P. T.,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,10.0,tôi rất hài_lòng về khu nghỉ_dưỡng này dịch_vụ tốt phòng đẹp và khuôn_viên rộng về nhân_viên ivivu hỗ_trợ tôi nhanh_chóng và chu_đáo,1,1,0,0,2
Nguyen A. D.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,khách_sạn ở ổn nhân_viên chu_đáo và rất tận_tình,1,1,0,0,2
Nguyen T. T.,Hà Nội,Hanoi Charming House,10.0,phòng sạch_sẽ phục_vụ nhiệt_tình,1,0,1,0,2
Nguyen T. K. T.,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,chuyến đi tốt_đẹp mọi việc đều ổn,1,1,1,0,2
Giang G.,Hạ Long,The Bay - Ha Long Homestay,9.7,phòng đẹp sạch_sẽ ở đây có cho thuê luôn cả xe_máy nên tiện lém anh_chị chủ cũng dễ_thương và thân_thiện nữa đánh_giá cao,1,1,1,0,2
Nguyen X. T.,Vũng Tàu,Oceanami Villas & Beach Club,9.7,tôi rất thích cách phục_vụ và cảnh nơi đây,1,0,0,0,2
Nguyen T. T.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,8.0,phòng đẹp nhưng nhà_vệ_sinh xấu quá đơn_điệu và không_được sang_trọng phòng gần biển nghe sóng biển nghe ầm_ầm dịch_vụ ok lắm,1,1,0,1,1
Ho T. V.,Quy Nhơn,Casa Marina Resort,9.7,khu_nghỉ_mát rất đẹp nhân_viên nhiệt_tình buffet sáng khá ok,1,1,0,0,2
Le T. H.,Đà Nẵng,Khu nghỉ dưỡng Melia Đà Nẵng Beach,10.0,phòng_ốc thoải_mái và mọi dịch_vụ đều rất tốt,1,1,0,0,2
Thi T. H. L.,Phan Thiết,Hai Yen Family Resort,8.5,cũng được nhé có 2 hải yên tòa màu trắng có bể_bơi nhìn ra biển đẹp hơn ạ nên giá chắc cũng mắc hơn mình ở tòa đối_diện cũng có hồ bơi nhưng không_đẹp bằng nhưng vẫn sang bên kia chụp ảnh và chơi được nha,0,1,0,1,1
Nguyen P. T.,Vũng Tàu,Khu nghỉ dưỡng Seava Hồ Tràm,10.0,tôi hài_lòng về chuyến đi chất_lượng phục_vụ ok,1,0,0,0,2
Thi T. H. D.,Đà Lạt,K Boutique Hotel in Dalat,9.7,khách_sạn mới đi vào hoạt_động còn nhiều hạn_chế nhưng mình thấy so với giá và khung_cảnh và vị_trí thì rất hợp_lý rồi nha nhân_viên cũng rất thân_thiện chỉ có_điều nhà để xe_hơi bất_tiện,1,1,0,1,2
Le T. T. H.,Nha Trang,Rex Hotel and Apartment,8.5,phòng đẹp nhân_viên thân_thiện mỗi tội khăn_tắm bị ố màu một_chút nhưng phòng rất ổn,1,1,0,0,2
Tran D. T.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,tốt,0,0,0,0,2
Nguyen A. T.,Đà Nẵng,Angel Hotel Danang,9.1,nhân_viên rất thân_thiện từ chú bảo_vệ đến bạn lễ_tân khách_sạn còn upgrade phòng miễn_phí cho mình vì phòng đã đặt khi kê thêm giường phụ hơi nhỏ tuy_nhiên phòng mình ở điều_hòa cũ nên hơi nóng và bí các bạn ở khách_sạn cũng hỗ_trợ cho thêm 1 cây quạt nên cũng ok vị_trí gần biển khá thuận_tiện đồ ăn buffet sáng hơi đơn_giản nhưng cũng phù_hợp với mức giá,1,1,0,1,2
Pham D. H.,Đà Lạt,Cereja Hotel & Resort Dalat,6.3,khu nhà ở quá ồn khách trọ không_được nhắc_nhở khi sinh_hoạt ồn về đêm nhà_vệ_sinh có mùi ăn sáng bình_thường tuy_nhiên nhân_viên dễ_thương,1,1,1,0,0
Nguyen T. T. H.,Đà Nẵng,Khu nghỉ dưỡng Furama Đà Nẵng,10.0,khu_nghỉ_mát mang phong_cách đông dương hơi cổ nên hợp với người già hơn phòng_ốc tiện_nghi sạch_sẽ ra ban_công hơi nhiều muỗi vì nhiều cây_cối nhưng nhìn_chung là mọi thứ rất ok nhân_viên ivivu bạn thanh rất nhiệt_tình,1,1,1,0,2
Nguyen T. H.,Hà Nội,Khách sạn Hanoi Sunshine,9.7,khách_sạn đẹp và sạch_sẽ ngay phố cổ nhân_viên rất nhiệt_tình thân_thiện xung_quanh khách_sạn nhiều đồ ăn ngon,1,1,1,1,2
Tran V. T.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,8.0,tôi cảm_thấy rất hài_lòng về chất_lượng và dịch_vụ của khách_sạn tuy_nhiên nó hơi xa các địa_điểm vui_chơi khác dịch_vụ ivivu tốt hiếu,1,1,0,1,2
Nguyen K. T.,Phan Thiết,Phan Thiet Ocean Dunes Resort,10.0,chúng_tôi đã có 1_kỳ nghỉ tuyệt_vời tại phan_thiet ocean dunes khu_nghỉ_mát,0,0,0,0,2
Tran D. K.,Phan Thiết,Sea Links Beach Villas Phan Thiết,9.0,chất_lượng khách_sạn rất tốt phòng đẹp và sang_trọng,0,1,0,0,2
Nguyen M. T.,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,hôm đầu mình ở thì trời mưa phòng bị thấm nước mình báo bộ_phận lễ_tân và được đổi phòng mình khá hài_lòng khi ở đây,1,1,0,0,2
Nguyen T. T. T.,Đà Lạt,Khách Sạn LADALAT,9.0,chuyến đi của tôi tốt cảm_ơn ivivu,0,0,0,0,2
Nguyen T. H. T.,Đà Lạt,Khách Sạn LADALAT,10.0,tôi ở ladalat thấy tốt nhân_viên khách_sạn cũng nhanh_nhẹn tận_tình nhân_viên ivivu cũng tư_vấn rất tốt,1,0,0,0,2
Li M. H.,Hà Nội,Ma Coeur Boutique Hotel,9.4,khách_sạn tuyệt_vời với nhân_viên thân_thiện nhất phòng mới đẹp nội_thất sang,1,1,0,0,2
Nguyen T. A. T.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,chuyến đi rất ok và vui lắm ivivu hỗ_trợ nhiệt_tình lần sau tôi sẽ tiếp_tục sử_dụng dịch_vụ của ivivu,1,0,0,0,2
