User_name,Location,Hotel_name,Rating,Comment
Nguyen A. T. ,Quy Nhơn,AVANI Quy Nhon Resort and Spa,9.1,"Khách sạn có dịch vụ rất tốt, cảm ơn Avani"
Phạm Đức Toàn,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,Trên cả tuyệt vời !
Trần Quang Dũng,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,9.5,"Phòng ốc ok, gia đình tôi hài lòng với nhân viên của khu nghỉ dưỡng và iVIVU"
Nguyen V. V. T. ,Phan Thiết,Mũi Né Boutique Hotel,8.5,"Để resort sẽ gây thất vọng cho du khách vì chỉ là khách sạn hộp 10 tầng. Tầng 10 có hồ bơi nước ngọt miễn phí. Đi bộ sang đường mới ra được biển, được mượn khăn tắm ở quầy lễ tân miễn phí. Ăn sáng buffet nhiều món. "
 Le Kim Chi,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,8.0,"Vin brand has become a bit ""down graded"" w massive travellers load (big sale?). 
Vin PQ is not as completed as Vin DN? (we've been there  ~4-5yrs ago)

There should be more road signs inside Vin hotel to help clients to walk/explore themselves instead of solemnly relying your your carts."
Nguyen Thi Thu Thuy,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.5,"Tôi hài lòng về cách phục vụ của khu nghỉ dưỡng, mọi việc đều tốt cho chuyến đi của chúng tôi"
Do N. H. ,Hạ Long,The Bay - Ha Long Homestay,8.5,Trải nghiệm rất tuỵet vời phòng giống ảnh anh chủ homestay cũng rất cute nói giọng nhẹ nhàng. Sẽ quay lại nếu có thời gian ❤️
Đỗ Thị Thúy,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,8.5,"Phong cảnh đẹp, nhưng cách phục vụ chưa được nhiệt tình"
Phan Thị Ngọc Thúy,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,"Dịch vụ và phòng thì không thể chê vào đâu được, tôi rất hài lòng về chuyến đi. Tôi cũng đã ở đây nhiều lần, mọi việc rất tuyệt. Các bạn iVIVU nhiệt tình lắm"
Ngoc V. N. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,Khách sạn gần Hồ Hoàn Kiếm. Thuận tiện đi lại. Nhân viên thân thiện
Lê Thị Thanh Tuyền,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,Mọi thứ mình đều cảm thấy rất tốt.
 Mai Anh,Đà Nẵng,Khách sạn A La Carte Đà Nẵng,10.0,"Tôi cảm thấy khá hài lòng về cơ sở vật chất khách sạn, phòng ốc sạch sẽ, nhân viên nhiệt tình. Các bạn bên ivivu tư vấn tôi khá tốt và nhanh. "
 Trịnh Thị Vân Anh,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,"Lời đầu tiên tôi xin được gửi lời chào đến iVIVU, tôi vừa kết thúc chuyến đi Phan Thiết mà tôi đặt trên iVIVU. Chuyến đi của tôi gần như hoàn hảo cho đến khi có một sự cố nhỏ xảy ra lúc tôi chuẩn bị lên xe trở về Sài Gòn, Thì tôi được biết phía bên nhà xe kiểm sót tên của tôi và người bạn của tôi vì thế chúng tôi phải chuyển sang một xe khác. Tôi biết thật sự lỗi không hoàn toàn thuộc về iVIVU nhưng các bạn nên làm việc chặt chẽ hơn với bên nhà xe về chất lượng cũng như thái độ. Tôi thật sự không thoải mái với chuyến đi về trên chiếc xe mà nhà xe đã sắp xếp cho chúng tôi. Tôi hy vọng iVIVU sẽ cải thiện vấn đề này được tốt hơn. Mọi thứ ở dịch vụ khách sạn tôi hài lòng. "
 Đỗ Thị Thu Hằng,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,8.0,"Khách sạn ổn, nhân viên thân thiện. Hài lòng tất cả về iVIVU"
 Đinh Phan Nhật Hoàng,Phú Quốc,Khu nghỉ dưỡng Premier Village Phu Quoc Managed By Accor,10.0,"Khách sạn đầy đủ tiện, phòng mới, nói chung ổn cả mọi thứ"
 Dinh Ngoc Hong Hanh,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,8.0,Tôi hài lòng tất cả về dịch vụ của chuyến đi nhưng mà Chuyến bay của tôi có thay đổi nên tôi cảm thấy hơi bất tận so với thời gian tôi dự kiến ban đầu 1 chút nhưng cơ bản là vẫn tốt. 
Thaophuong T. ,Đà Lạt,K Boutique Hotel in Dalat,6.2,"Khách sạn cách âm kém, phòng ở tầng hầm trên sảnh đi hay nói chuyện là dưới này cực ồn ào."
Rudy R. ,Đà Nẵng,Khách sạn Royal Charm,9.1,"Một khách sạn tốt, theo tỷ lệ và chất lượng ổn. Rất gần bãi biển Mỹ Khê, chỉ cách 5 phút đi bộ. Ăn sáng cũng tốt và rất nhiều sự lựa chọn."
 Ngo Thi Kim Quyen,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,Mình rất hài lòng về mọi thứ nhé. Mình đi chơi vui. 
Vu T. T. ,Vũng Tàu,Melia Ho Tram Beach Resort,9.7,"Phòng ốc rộng rãi, sạch sẽ, nhân viên thân thiện, nhiệt tình. Giá của app khá tốt, sẽ tiếp tục ủng hộ traveloka và Melia"
Thi H. L. ,Phú Quốc,The May Hotel Phu Quoc,9.7,"Phòng sạch sẽ, rộng rãi, giống hình, view biển, đi bộ ra biển chưa đến 1 phút. Bữa sáng free, ăn buffet rất ngon. Vì trong phòng giống hình kháchsạn chụp nên mình không chụp lại."
 Bui Van Truong,Đà Lạt,Khách Sạn LADALAT,8.0,"Nhân viên tư vấn: có hỗ trợ.
Dịch vụ khách sạn: ăn sáng cũng bình thường, tuy nhiên mình thấy chất lượng ở mức cơ bản, ks 5* nhưng ko có bồn tắm nằm. ( phòng standard)"
 Pham Phu Hoa,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,Phòng ốc ok lắm. Dịch vụ tốt
 Đào Thị Nga,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,"Tôi hài lòng về chuyến đi, các dịch vụ của nhân viên tư vấn và khách sạn, tôi cần các bạn xuất hóa đơn sớm về giúp tôi. "
Nguyễn Hồng Hà,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,8.0,"Khách sạn tốt, chuyến đi cùng ok, không có phàn nàn gì."
Dương Ngọc Khánh Vy,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.5,"Tôi rất hài lòng về chuyến, phục vụ tốt, phòng đẹp. Không có gì phải phàn nàn cả"
 Trinh Thu Quynh,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,Năm nào cũng chọn Ivivu và đều hài lòng. Bạn Nguyễn Trọng Đức rất nhiệt tình chăm sóc khách hàng. 
Doan V. ,Quy Nhơn,Khách sạn Hoàng Yến 1 Quy Nhơn,8.8,"vị trí đẹp, phòng rộng nhưng hơi cũ, toilet cũ. chỗ đậu xe thoải mái"
Vo T. C. ,Đà Lạt,Dalat Edensee Lake Resort & Spa,9.4,tuyệt vời để thư giãn và chụp ảnh đẹp
Nguyễn Hoàng Hồng Anh,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,9.0,"Tôi rất hài lòng về dịch vụ tại khách sạn, khách sạn  rất tốt, sạch sẽ và thoải mái"
Tran T. H. V. ,Huế,Hong Thien 1 Hotel,10.0,"Khách sạn gần trung tâm thành phố và gần những địa điểm du lịch, nhân viên vui vẻ, thân thiện. Khách sạn có đầy đủ các dịch vụ như thuê xe máy, ca huế trên sông hương, xe di chuyển đến địa danh khách,... nếu có cơ hội tôi sẽ quay lại khách sạn."
Nguyen T. A. ,Nha Trang,Rex Hotel and Apartment,9.4,Mọi người rất thân thiện. Phong ốc khâ ổn so với giá tiền dù vị trí hơi xa biển chút nhưng chạy xe maya tâm 5p là tới
 Đoàn Thị Ngọc Bích,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,10.0,"Dịch vụ tốt, phòng đẹp. Tôi thấy chuyến ok mà"
 Nguyễn Thùy Dương,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,"khách sạn đẹp tuy nhiên hệ thống thang máy ít và chậm, phải đợi rất lâu mới có tháng"
Nguyễn Thị Tuyết Hạnh,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,"Tôi ở rất ok, nhân viên cũng rất nhiệt tình."
 Pham Duc Son,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,10.0,tuyet voi
Nguyet Y. ,Đà Nẵng,Khách sạn Royal Charm,6.2,"Không dọn phòng cho khách ở qua ngày mà đợi phải nhắc nhở. Buổi sáng thì ngày ăn buffet, ngày chỉ ăn chọn món mà nhân viên lại kêu là sáng nào cũng ăn buffet. Chỉ có chú bảo vệ là vui vẻ nhiệt tình, còn lại nhân viên tiếp tân chả thấy gì vui vẻ. View nhìn biển thì cũng bị chắn bởi nhiều toà nhà mới xây. Nói chung khách sạn 3 sao mà không thấy chuyên nghiệp chút nào. Khá thất vọng"
Giang G. ,Phan Thiết,Azerai Ke Ga Bay,10.0,"phòng sạch đẹp, nhân viên thân thiện, thức ăn ngon."
Tran T. N. H. ,Phan Thiết,Hai Yen Family Resort,6.1,"Khu nghỉ mát bị cắt điện cả buổi sáng. Chủ đầu tư không bật máy phát điện và yêu cầu chúng tôi trả phòng sớm, khoảng 11 giờ sáng hoặc tối đa là 11 giờ 30 sáng. Họ thậm chí không cung cấp bất cứ điều gì để bù đắp cho sự bất tiện này. Gia đình chúng tôi đã đặt 2 phòng gia đình lớn cho 8 khách. Đàm phán cuối cùng để giữ 1 phòng là trả phòng trễ đến 12:30 trong khi khu nghỉ mát trống"
Le T. T. A. ,Hà Nội,Khách sạn Hanoi Sunshine,8.5,"Khách sạn sạch sẽ, nhân viên nice. Nói chung ổn ạ. Có dịp sẽ quay lại"
Le G. ,Hội An,Hội An Reverie Villas,8.8,"Phòng ok, chỉ có khu ăn uống hơi nóng"
Vũ Thị Hồng Nhung,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,"Chất lượng Victoria Phan Thiết rất tuyệt vời, phòng đẹp, thích hợp cho nghĩ dưỡng. "
Nguyễn Thị Phương Mai,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,9.0,"Resort mang đậm chất cổ điển, sạch sẽ. Bữa sáng rất nhiều lựa chọn và tươi ngon. Nhân viên rất nhiệt tình, luôn luôn nở nụ cười và sẵn sàng giúp đỡ."
 Trinh Quoc Huy,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,10.0,"Chuyến đi của gia đình tốt đẹp, khu nghỉ dưỡng làm chúng tôi hài lòng lắm"
Thi N. A. N. ,Đà Nẵng,Khách sạn Royal Charm,8.8,"Khách sạn sạch sẽ, nhân viên, lễ tân đều nhiệt tình và thân thiện."
 Vo Tuan Kiet,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,8.0,Chuyến đi của chúng tôi mọi việc bình thường
Vũ Thị Hương,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"Tôi thấy khách sạn thì ok, các bạn nhân viên thì cũng không ván đề gì. Nhưng phòng tôi sát bên khu đang xay dựng nên rất ồn, tôi không thể ngủ được. Tôi nghĩ khách sạn có thể tinh ý hơn và chủ động trong việc tránh xếp phòng khách ở khu đang xây dựng."
Nguyen T. D. P. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,9.4,Phòng sạch đẹp. Nhân viên nhiệt tình hỗ trợ.
Phan Ngọc Hiển,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,Cám ơn Ms Kim Ngân đã luôn hổ trợ nhiệt tình giúp tôi đặt phòng cũng như đặt vé máy bay.
Thi M. L. ,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,9.4,"View đẹp, thái độ phục vụ chuyên nghiệp, thân thiện
"
Hanh N. T. M. ,Hội An,Lasenta Boutique Hotel Hoian,10.0,"Lasenta là một sự lựa chọn tuyệt vời khi đến với Hội An. Đây là lần thứ 2 nhà mình lựa chọn ở đây, và mọi thứ thật hoàn hảo cho kỳ nghỉ gia đình. Phòng ngủ view đồng lúa cực kỳ đẹp, phòng rộng hơn hẳn so với hầu hết khách sạn mình đã từng ở. Nội thất mới, decor đẹp. Khách sạn sạch đẹp và service tốt. Rất nhiều góc xanh, hợp sống ảo. Bể bơi là một điểm cộng cực kỳ lớn vì view siêu đẹp. Khách sạn còn cho mượn xe đạp miễn phí vào phố cổ. Cộng điểm nữa vì xe có ghế ngồi cho trẻ con ngồi sau, rất tiện lợi với gia đình có con nhỏ. "
Le T. ,Quy Nhơn,AVANI Quy Nhon Resort and Spa,10.0,"Phòng view biển rất chill, phòng sạch sẽ, tiện nghi. Mọi thứ đều bình yên, tuyệt vời. Thái độ nhân viên cũng rất nice"
 Nguyen Thi Nhi,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,Tôi rất hài lòng với dịch vụ .Nói chung mọi sự đều tuyệt vời👍❤️👍❤️👍
Thi M. T. H. ,Đà Nẵng,Khách sạn Brown Bean,8.5,Khâch sạn ok phòng đẹp mọi thứ ổn ạ
Quang T. N. ,Huế,Phong Nha Hotel Hue,8.5,Tuyệt vời. Dịch vụ chu đáo. Lần sau ghé lại nhé
 Trần Huyên,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,"Khách sạn rộng rãi và sạch sẽ, nội thất sang trọng, nhân viên phục vụ nhiệt tình và chu đáo. Cực kỳ hài lòng.
Chỉ góp ý khu vui chơi công viên nước nên lót miếng nệm hoặc cao su cho các bậc thang để các bé khi chơi nếu có lỡ trợt chân cũng tránh được tai nạn đáng tiếc."
Nguyen T. K. T. ,Phú Quốc,Radisson Blu Resort Phu Quoc,6.0,"Đặt phòng mà không cho nhận phòng.
Giải quyết không kịp thời, k có trách nhiệm, k có tâm. "
Hai H. ,Huế,Century Riverside Hue,8.5,Khách sạn nằm cạnh sông Hương rất đẹp. Gần khu phố Tây nhộn nhịp và đông vui. Đồ ăn sáng ngon và nhiều món. Phòng đẹp như quảng cáo. Có điều thang máy hơi cũ tí. Các bạn nhân viên phục vụ rất nhiệt tình. Nếu có dịp đến Huế nhất định sẽ lại chọn Century Riverside Hotel!
Nguyen N. ,Vũng Tàu,Khách sạn Hoàng Yến,9.1,Phòng đôi giá Cuối tuần 275k thì là ok. Còn phòng đơn thì tệ. Vách tường tróc nhìn xấu
 Nguyễn Thị Hồng Hạnh,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,8.0,"Buổi tối không gian hơi buồn. Vì bãi biễn, hồ bơi ko đèn, không gian tối nên ko có gì để dạo chơi. Chỉ có về phòng ngủ thôi.  đặt combo ăn trưa và tối, nhưng chỉ được ăn theo 1 menu mà resort đưa ra, không được đổi, nên có món mình ko ăn được. "
Van D. N. ,Vũng Tàu,Minera Hot Springs Binh Chau,8.8,"sạch sẽ, thoáng mát, yên tĩnh, thích hợp để nghỉ dưỡng, tăng cường sức khỏe khi được ngâm mình trong làn nước nóng."
Nguyễn Nam Phương,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,10.0,"Dịch vụ và phòng ốc rất tốt, tôi hài lòng về chuyến đi "
 Bùi Thị Loan,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,"Rất là tốt, khách sạn tốt toàn diện. iVIVU ok, tư vấn tốt."
 Nguyen Kim Son,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,"Phòng ốc ổn, dịch vụ tốt không phải phàn nàn. Mọi việc rất ok"
Nguyen M. M. ,Hạ Long,Saigon Halong Hotel,9.1,"Phòng khách sạn sạch sẽ, thoải mái. Khuôn viên khách sạn rất rộng rãi và thoáng mát."
 Nguyễn Thị Thu Huyền,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,"Mình cảm thấy rất hài lòng về chuyến đi vừa qua. 
Mình vừa tới cũng được check-in ngay nên không phải mất quá nhiều thời gian chờ đợi. Món ăn ngon, phong cảnh đẹp, nghỉ dưỡng ở đây là 1 lựa chọn tuyệt vời, nhân viên thân thiện, dễ thương, các bạn ivivu cũng nhiệt tình giúp đỡ mình trong quá trình book phòng. "
Trịnh Thị Lan Hương,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,8.0,"Tôi rất hài lòng khi ở Vinpearl, rất xứng đáng với tiêu chuẩn 5 sao, được bao ăn 3 bữa. Còn về dịch vụ đặt phòng iVIVU tôi rất thích, và đặt nhiều lần tại đây, nên khi đặt phòng tôi còn được iVIVU ưu đãi giảm giá thêm dành cho khách hàng thân thiết."
 Phạm Thị Phong Lan,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,"Tôi hài lòng, khách sạn do iVIVU chọn rất tốt. Tôi đã đi nhiều nơi do iVIVU hỗ trợ rồi, ưng ý lắm"
Cao X. K. ,Huế,Phong Nha Hotel Hue,6.0,Service chán. Ko có gì thú vị nhiều.
 Cao Thị Thùy Dương,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,Chúng tôi có chuyến đi vui và mọi thứ đều rất tốt
Le D. T. ,Phan Thiết,Azerai Ke Ga Bay,10.0,"Nói chung là ok, vị trí đường vào hơi xấu"
Ba N. T. D. ,Nha Trang,Khách sạn Senkotel Nha Trang,8.8,"Khách sạn ok, giá lại tốt, vị trí thuận lợi. Đặc biệt chị reception nước dễ thương và hiền lành. Sẽ quay lại vì cách phục của nhân viên"
 Trần Thu Nhã,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,9.0,Thích nhất dịch vụ của Khách sạn. Các bạn gọi hỏi kỹ càng thông tin trước khi nhà mình đến để đón tiếp. Rất chu đáo.
 Huỳnh Thị Bích Trâm,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,"Tôi rất hài lòng về dịch vụ của các bạn mang lại từ ivivu cũng như của khách sạn. 
Khách sạn rất đẹp, thức ăn ngon, phòng sạch sẽ, nhân viên thân thiện, dễ thương, làm việc chuyên nghiệp. "
Truong H. T. ,Hà Nội,Ma Coeur Boutique Hotel,4.5,"Cửa nhà tắm và cửa phòng bị kẹt, phòng rất là dơ hôi"
Van T. N. ,Nha Trang,Le Soleil Nha Trang Hotel,9.4,"Thật tuyệt, phòng rất đẹp, sạch sẽ, phục vụ và lễ tân chu đáo. Đặc biệt rất linh động, mình book phòng 14h chiều mới lấy tuy nhiên tới nơi sớm các bạn đã cho mình lấy phòng từ lúc 8h sáng và không mất thêm bất kì chi phí."
Rizki N. ,Hồ Chí Minh,Spring House Hotel,5.8,"Nếu bạn đến 3 trong số bạn, bạn chỉ phải trả nhiều hơn cho &quot;gối&quot;. Come on, chúng tôi chỉ cần khăn sạch! Phụ nữ tiếp tân là tốt, nhưng người phụ nữ của cô là cấp trên là xấu."
Phan Thị Hoàng Mai,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,9.0,"Khách sạn rất tốt. Chúng tôi hài lòng khi ở đây. Nhân viên vui vẻ và phòng ốc đẹp, không gian lại thoải mái. Cảm ơn ivivu.com đã hỗ trợ!"
Jamorol W. J. A. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,"Rất khuyến khích! Mọi người đều rất tốt bụng, dễ chịu và hào phóng. Thức ăn tuyệt vời, dịch vụ xuất sắc. Tôi chưa bao giờ gặp vấn đề với chỗ ở này. Mọi thứ đều hoàn hảo. Chúng tôi đã được trả phòng trễ miễn phí ❤️"
 Nguyen Thi Phuong Trinh,Nha Trang,An Lâm Retreats Ninh Vân Bay,8.0,"Resort rất tốt, view đẹp, đồ ăn ngon, nhân viên phục vụ nhiệt tinh, nhưng có khuyết điểm là wifi  hơi yếu. Đặc biệt là bạn Trang tư vấn cho mình rất nhiệt tình, hỗ trợ rất tốt, 5/5 về thái độ tư vấn của bạn."
Nguyen G. ,Nha Trang,Melissa Hotel Nha Trang,10.0,Khách sạn rất đẹp view đẹp buffet ngon đa dạng... có đều khách Trung Quốc quá ồn
Nguyen Van Nghia,Phú Quốc,Khu Nghỉ Dưỡng Best Western Premier Sonasea Phú Quốc,9.5,"Tôi đã đi về và rất hài lòng, khu nghỉ dưỡng thoải mái, iVIVU hỗ trợ tốt, nên tôi có giới thiệu với nhiều bạn bè về dịch vụ của iVIVU"
Le Thi Nhan,Đà Nẵng,Khu nghỉ dưỡng Núi Thần Tài Ebisu Đà Nẵng,10.0,"Tôi được sắp xếp hướng phòng khác với lần trước, nên có cảm giác không bị trùng lập, tôi thích lắm"
Truong V. D. ,Phan Thiết,Rạng Garden Beach Side Resort,8.4,"Phòng rộng rãi, nhưng nhà vệ sinh hơi bẩn."
Nguyen T. M. T. ,Phan Thiết,Hai Yen Family Resort,8.5,"nơi tuyệt vời, nhìn tuyệt vời, dịch vụ tuyệt vời"
Le M. T. ,Hạ Long,Khách sạn Mường Thanh Grand Hạ Long,5.5,"thang máy thì lâu. nhan vien thì ko bao gio cuoi, chịu 4*"
Pham T. P. L. ,Hội An,Golden River Hotel,5.1,"Phòng tệ, nhân viên và quản lí phục vụ thiếu chuyên nghiệp, không thân thiện với khách"
Nguyễn Ngọc Duy,Phan Thiết,Sea Links Beach Villas Phan Thiết,9.5,"Nhân viên tư vấn nhiệt tình, chất lượng villa ok"
Lan L. ,Đà Lạt,Vietsovpetro Dalat Hotel,9.4,"Phòng nghỉ đẹp và sạch sẽ, các em lễ tân rất vui vẻ, thân thiện và nhiệt tình 🥰"
Loan L. ,Nha Trang,Melissa Hotel Nha Trang,8.5,"Khách sạn sát bãi biển, phòng ốc sạch sẽ thoáng mát Buffet sáng rất ít món, đồ không tươi sàn wc hơi bị trơn Hồ bơi nước rất lạnh và gió (dù mình bơi lúc 11h sáng)"
 Nguyễn Hải Phượng Trang,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,8.0,"Nhân viên nhiệt tình, hỗ trợ tốt, tôi hài lòng "
Hoang D. T. N. ,Đà Nẵng,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,8.5,Khách sạn nhỏ đẹp dễ thương thực đơn sáng hơi ít
 Vũ Thị Thu Hà,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,"Mình đi chơi vui, cảm thấy rất hài lòng"
Vu T. T. ,Vũng Tàu,Melia Ho Tram Beach Resort,9.4,"Melia Hồ Tràm là nơi gia đình tôi hay chọn để nghỉ dưỡng cuối tuần, dịch vụ khách sạn tốt, phòng ốc sạch sẽ, có khu vui chơi cho trẻ em. Rất thích hợp cho gia đình có con nhỏ. Đây là lần đầu tiên tôi book khách sạn qua Travelloka, giá rẻ, xác nhận đặt phòng nhanh chóng, tôi rất hài lòng."
Tran T. T. H. ,Hà Nội,Hanoi Charming House,8.5,Mình chỉ ở 1 ngày bên đây nói chung mọi thứ ổn trừ wifi bị ảo không sử dụng được
Đinh Nguyễn Sơn Trà,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,10.0,Tuyệt vời ! 
Vo T. N. T. ,Phú Quốc,Muong Thanh Luxury Phu Quoc Hotel,8.3,"Bình thường và sảnh rất nóng, nhân viên khu vực lễ tân chưa chuyên nghiệp, không tươi. Đồ ăn sáng chưa ngon."
Thi D. H. L. ,Hà Nội,Dal Vostro Hotel & Spa,8.5,"phòng sạch sẽ, rộng rãi và đầy đủ trang bị. nhân viên rất thân thiện và hỗ trợ khách hàng hết sức. cám ơn các bạn đã cho mình những trải nghiệm tuyệt vời!"
 Nguyen Duc Trung,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,10.0,"Chất lượng khách sạn tuyệt vời. Rất thân thiện, lịch sự và chu đáo, từ nhân viên lễ tân tới các anh lái xe điện đưa đón đi lại hàng ngày. Chất lượng phòng ở rất tốt, sạch sẽ.  Bọn mình bị delay do bay chuyến về VJ, được các bạn sắp xếp cho phòng chờ đợi cho tới lúc xe bus của resort đưa ra sân bay. Do xe bus lỡ chuyến, bọn mình được hỗ trợ miễn phí xe taxi ra sân bay luôn. Chất lượng là rất tốt. Có rất nhiều bạn nhưng mình chỉ kịp theo dõi tên của bạn Thịnh đã hỗ trợ lúc delay. Một lần nữa cám ơn và sẽ quay lại đây trong một ngày không xa. "
Kim H. N. ,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,6.0,ba tôi gặp gián trong khăn tại hồ bơi.
Nguyễn Đức Huy,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,8.0,"Phòng bungalow rộng rãi, thoải mái. View xanh mát. Tôi hài lòng chuyến đi này"
 Nguyen Thoai Bao Tran,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,"Chất lượng phòng rất ok, nhân viên khá thân thiện và mình có chuyến đi thoải mái lắm"
Tran Q. T. ,Hạ Long,Khách sạn D'Lecia Ha Long,9.4,"Đi Hạ Long vào mua thấp điểm nên được nhận phòng sớm. Nhân viên nhiệt tình. Khách sạn đẹp, sạch. Khu vực Bãi Cháy không ồn ào, với người trẻ như mình thì sẽ hơi buồn. Tiện ích tại Khách sạn đầy đủ. Hàng quán quanh Khách sạn nhiều, không lo thiếu ăn."
 Phạm Thị Thảo Nguyên,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,10.0,Nhân viên khách sạn rất thân thiện.nhiệt tình chu đáo.tài xế đưa đón vui vẻ và chạy cẩn thận
Huynh P. ,Đà Nẵng,Da Nang – Mikazuki JAPANESE RESORTS & SPA,9.6,"Phòng to, đẹp, tiện nghi trong phòng tuyệt vời. Ban công hướng biển, phong cảnh đẹp. Buổi tối không đi đâu mà ở ban công chill chill cũng ok. Ăn sáng khá ngon. Nếu không mua dịch vụ công viên nước và osen thì vẫn có hồ bơi vô cực siêu đẹp và dãy công viên nước trước khách sạn (nhưng nếu trời nắng quá chỉ có thể chơi tầm sớm hoặc chiều muộn, không như phía bên công viên nước thì có mái che). Địa điểm hơi xa thành phố nhưng vô đây ở thì ngoài đi ăn ra, thì hầu như chẳng đi đâu, toàn chơi ở khách sạn cũng hết ngày. Phòng mình đặt 3 triệu hơn nhưng app có mã giảm xuống còn 2.8 triệu, tính ra gói combo công viên nước và osen là 360, nhà mình đo 2 người, chơi 2 ngày là hơn 1.4 triệu. Phòng đã bao gồm ăn sáng và combo trên nên trừ đi mỗi phòng rơi vào tầm 1.5 triệu, thấy giá tiền với dịch vụ nhận được quá xứng đáng. Điểm trừ duy nhất chắc có thể kiếm được chắc là khách đông, nên check in thì mọi ngưòi cố gắng check khung giờ sớm rồi đi chơi, tới giờ quay lại lấy chìa khóa nhận phòng sẽ nhanh hơn."
Tan W. Y. ,Hồ Chí Minh,Ruby Saigon Hotel,8.5,"Nhìn chung, đó là một trải nghiệm tốt, ở lại hai đêm. Các nhân viên thân thiện và hữu ích. Phòng được coi là sạch sẽ. Vị trí là tốt (gần với rất nhiều nhà hàng tốt đẹp). Ăn sáng là ok. Những bất lợi duy nhất là cách âm là xấu; Chúng ta có thể dễ dàng nghe thấy âm thanh của cánh cửa kế bên. Nếu bạn đang đi trên một chuyến đi ngân sách hoặc đi du lịch ba lô, đây sẽ là một lựa chọn tốt."
Annette B. ,Huế,Century Riverside Hue,9.4,"Thật tuyệt vời, vị trí, ăn sáng và phục vụ lễ tân rất chu đáo và nhẹ nhàng. Dù chỉ ở 01 đêm nhưng rất ấn tượng. Đi bộ ngay khu phố tây và bến thuyền sông Hương, view sông Hương. Chắc chắn sẽ quay lại."
