User_name,Location,Hotel_name,Rating,Comment
Tran T. H. N.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,10.0,"dịch_vụ sạn khách_sạn tốt lắm, tư vấn ivivu hỗ trợ nhiệt tình, lần sau mình đi mình cũng sẽ quay lại ivivu đặt phòng tiếp"
Hoai T. N. T.,Huế,Khu nghỉ dưỡng Pilgrimage Village Boutique,8.8,"Phòng đẹp, cảnh đẹp, nhân_viên chu đáo, thân thiện."
Dao K. N.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,"khách_sạn tốt, tốt thân thiện, phục_vụ tốt, kiến thức tốt ,rất nhiệt tình, chế độ đãi ngộ tốt, dễ thương. ivivu tin nhắn nhắc nhở, cố gắng take lưu ý thông tin của khách gửi cho khách_sạn."
Duong K. C.,Đà Nẵng,Da Nang – Mikazuki JAPANESE RESORTS & SPA,9.7,"Tuyệt vời. Có cả công viên nước, tắm khoáng , xông đá muối, bể bơi đẹp, ăn sáng nhiều món ngon. Wifi ở biệt_thự hơi yếu"
Nhat Q. N. B.,Hội An,Hội An Reverie Villas,9.6,Đó là một kinh nghiệm tốt đẹp cho tôi để thăm Aquarium biệt_thự
Nguyen V. A.,Nha Trang,Melissa Hotel Nha Trang,9.7,"khách_sạn đẹp, sạch_sẽ, nhân_viên thân thiện, ăn sáng ổn. Sẽ giới thiệu cho gia đình và bạn bè"
Vu T. N. N.,Hà Nội,Ma Coeur Boutique Hotel,9.1,"Phòng sạch_sẽ, gần ngay phố đi bộ, nhân_viên siêu nhiệt tình, thân thiện. Nếu có dịp sẽ quay lại"
Trantyhon T.,Nha Trang,Aroma Nha Trang Boutique Hotel,8.5,Rẻ gần biển. sạch_sẽ. Nếu tiết kiệm nên chọn khách_sạn này
Le T. L. H.,Nha Trang,Melissa Hotel Nha Trang,8.4,"Đặt phòng qua app không yêu cầu khung_cảnh viển may mắn sao vẫn được nhận phòng khung_cảnh biển, phòng đẹp, tiện nghi đủ (trừ khoản không phải smart tivi), nhận_phòng nhanh, có hỗ trợ nhận phòng sớm nếu có phòng. Điểm trừ: bể bơi bé, ăn sáng không nhiều món cũng không ngon"
Damrong G.,Phan Thiết,Rạng Garden Beach Side Resort,9.1,"Các nhân_viên đều ổn, phòng ổn, phòng tắm ổn, xà phòng và dầu gội được cung cấp. Tôi không biết nếu tôi có thể yêu cầu thêm. Không khí tốt. Cửa rất khó mở. Trước khi mở và đóng cửa, mất một phút Nếu đã quen với nó, việc đóng cửa sẽ dễ dàng hơn (có thể). Có cả dịch_vụ cho cả xe buýt, xe máy và đổi tiền. Nhưng sau đó tính phí dịch_vụ bổ sung cho phù hợp Nhìn chung, nó được coi là tốt."
Luong B. V.,Vũng Tàu,Khách sạn San Hô Vũng Tàu,5.9,nhân_viên không chuyên nghiệp khách_sạn giá của so với tiện nghi Hồ bơi tối tăm nhỏ dơ Ăn sáng rất tệ Vị trí thuận tiện
Thai T. X. H.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,"Mình ngỡ ngàng về sự  thay đổi của nơi đây, rất tuyệt vời, phù hợp cả người già lẫn bạn trẻ thích chụp hình sống ảo"
Le T. P. D.,Phú Quốc,Vinholidays Fiesta Phú Quốc,5.7,Thái độ lễ tân kém. Mình hỏi vị trí grand word ở đâu? Có xe di chuyển qua wonder ko?. Mà bạn nữ lễ tân có vẻ như là leader vì thấy bạn mặc đồng phục còn các bạn khác mặc áo sơ mi trắng. tỏ ra kiểu khinh thường mình. Vì mình và cũng như dân Phú Quốc (vì trước khi đi mình có ở 2 đêm tại Dương Đông và hỏi sơ về vin với bạn lễ tân của đó) thì ai cũng nghĩ vin có dịch_vụ hỗ trợ đưa đón quanh khu nghỉ dưỡng miễn_phí khi dùng dịch_vụ của họ. Nhưng không hề nhe. 50k/người/lần di chuyển và có khung giờ cố định. Phòng ốc thua xa khu_nghỉ_mát 3 sao. Không có nhân_viên đưa khách lên nhận phòng. Mình đi mấy dòng mới kiếm ra phòng của mình :( hứa chỉ lần này thôi chứ bỏ ra hơn 1 củ/đêm với dịch_vụ này thì không hề xứng đáng.
Vu L. C.,Phan Thiết,Khách sạn Sea Links Beach Phan Thiết,9.0,Set thực_đơn chất lượng. Set cho 2 người mà 4 người ăn vẫn đủ
Thanh L. T.,Đà Nẵng,Angel Hotel Danang,9.7,"Phòng khá đẹp, nhân_viên được training phục_vụ khách tốt, mọi thứ ổn, vị trí sát biển, phu phố và biển sầm uất, biển đà nẵng đẹp tuyệt vời"
Anh H.,Đà Lạt,Cereja Hotel & Resort Dalat,9.4,"Mình đến Đà Lạt với tâm thế muốn refesh lại tâm trạng nên mình muốn ở khách_sạn khu vực Hồ Tuyền Lâm. Và mình đã rất đúng đắn khi lựa chọn khách_sạn Cereja. Mình đi chuyến xe muộn nên khi đến Đà Lạt là nửa đêm. Nhưng khách_sạn vẫn có người lái xe ra đón mình vào khách_sạn. khách_sạn ở đây chia thành các khu A, B, C, D, E, F. Mình ở khu F, còn nhà hàng ăn uống ở khu E. Mình rất hài lòng và dễ chịu với căn phòng mình được nhận, sạch_sẽ, thoáng khí, có 1 góc bàn nhỏ phía ngoài để ngồi chill. Mỗi sáng đến chiều, khách_sạn đều mở nhạc du dương cùng với cảnh rừng cây thông, bờ hồ khiến cho người ta thật là dễ chịu! Vì mình đi ngày trong tuần nên không đông khách lắm, vì vậy mà nhà hàng phục_vụ ăn sáng theo gọi món. Ăn trưa có 2 sét với giá rất bình dân 120k/ng và 150k/ng. Mình chọn set 150k nhưng ăn không hết. khách_sạn gần với nhà hàng Phong Lữ Quán. Buổi chiều tối không muốn vào trung tâm thành phố thì có thể liên hệ bộ phận lễ tân, sẽ có xe điện chở mình ra tận quán. nhân_viên khách_sạn rất dễ chịu, nhiệt tình. Mình đã có 1 trải nghiệm rất thoải mái ở nơi đây! cảm ơn Cereja đã giúp tôi lấy lại tinh thần!"
Nguyen L. P. L.,Vũng Tàu,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),10.0,Mô hình tour rất chuẩn cho khách hàng. Rất thuận_lợi và riêng tư. Sẽ ủng hộ thường xuyên và giới thiệu cho bạn bè. Xin cảm ơn !!
Mong T. T. L.,Vũng Tàu,Minera Hot Springs Binh Chau,8.8,"Phong poolkhung_cảnh 198 vị trí thuan loi tot. Du thiet bi ha tang cung nen can to bo lai. Nha hang hoi đắt, canh tom nau bau lai nêm cần tây vo lam mat vị cua canh. Do an nau lạt. Noi chung bep dot nay không ngon không biet co doi dau bep không"
Vu P. D.,Nha Trang,Khu nghỉ dưỡng Movenpick Cam Ranh,10.0,khách_sạn sạch_sẽ đăng phòng trống free
Nguyen G.,Nha Trang,Melissa Hotel Nha Trang,10.0,khách_sạn rất đẹp khung_cảnh đẹp buffet ngon đa dạng... có đều khách Trung Quốc quá ồn
Nguyen N. H. A.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,Rất hài lòng với nhan viên và chất lượng của khu_nghỉ_mát
Vu N. H.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"Cảm ơn ivivu. Đặc biệt là bạn tư vấn tên Thanh. Gia đình mình lúc đầu đặt 3 phòng từ t8 nhưng do covid nên mình nhờ khách_sạn giữ phòng lại đến tháng 11. Rồi cuối cùng gia đình chỉ đi được có 1 phòng. Nhờ bạn Thanh mà gia đình mình được upgrade phòng và có thẻ Credit 1,5tr cho việc sử dụng nhà hàng, dịch_vụ... cảm ơn Thanh. cảm ơn ivivu"
Kunchariya R.,Hà Nội,Hanoi Charming House,8.5,dịch_vụ xuất sắc tất cả các tác dụng tốt.
Vu N. T. N.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,10.0,chỗ nghỉ quá đẹp ngoài mong đợi
Alfred L. C.,Hồ Chí Minh,Spring House Hotel,8.8,Mong đợi phía sau của khách_sạn không có thang máy! Địa điểm tuyệt vời!
Cong H. D.,Nha Trang,Rex Hotel and Apartment,9.4,"sạch_sẽ, cô reception dễ thương quá."
Nguyen N. T. N.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,9.0,"Chất lượng khách_sạn sang, sạch_sẽ, khung_cảnh biển đẹp, nhân_viên rất nhiệt tình niềm nở, đồ ăn ok tuy nhiên do mới đi vào hoạt động nên còn một số vấn đề cần khắc phục để tốt hơn như sau:
- Không có bông ngoáy tai
- Hệ thống đường ống không rõ như nào mà lâu lâu ở hành lang có mùi như cống thoát nước"
Ha P. H.,Phú Quốc,Radisson Blu Resort Phu Quoc,9.7,"Radisson Blu đã mang đến cho tụi mình trải nghiệm khác biệt. khu_nghỉ_mát sẽ luôn cố gắng đáp ứng yêu cầu của Khách, hỗ trợ tận tình nhận_phòng sớm và trả phòng trễ tùy theo công suất phòng, đưa đón sân bay... Đặc biệt cảm ơn các bạn lễ tân, chăm sóc khách hàng của khu_nghỉ_mát đã quan tâm và giúp mình chuẩn bị bánh sinh nhật cho bạn mặc dù đã qua 1 ngày. Nếu có dịp quay lại Phú Quốc thì Radisson Blu luôn là lựa chọn của gia đình mình và mình sẵn sàng giới thiệu bạn bè đến đây nghỉ dưỡng."
Le V. N.,Đà Lạt,Khu nghỉ dưỡng Ana Mandara Villas Dalat Resort and Spa,10.0,"khách_sạn có chất lượng rất tốt, tôi thấy vô cùng hài lòng khi nghỉ dưỡng ở đây. ivivu làm việc rất chu đáo, nhân_viên ai cũng nói chuyện rất dễ thương."
Thuong L.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,kỳ nghỉ tuyệt vời
Nguyen N. B.,Vũng Tàu,Khu nghỉ dưỡng Six Senses Côn Đảo,10.0,Không thể chê vào đâu được. Chuyến đi rất tuyệt
Doan C. T.,Phú Quốc,JW Marriott Phu Quoc Emerald Bay Resort & Spa,9.5,"khách_sạn phục_vụ tốt, ăn uống cũng rất ok"
Hedriana E. N. N. T.,Đà Nẵng,Meliã Vinpearl Đà Nẵng Riverfront,10.0,"nhận_phòng rất nhanh, phòng đẹp. Rất hài lòng với chuyến đi "
Thu S.,Đà Lạt,Victorian Hotel Dalat,5.9,"nhân_viên Lễ tân có thái độ không tốt với khách hàng, ở 2 ngày mà xuống chả bao giờ thấy lễ tân đâu, lúc vô nhận phòng không ai đón tiếp ngồi đợi gần 20 phút nhân_viên mới ra, thay vì xin lỗi vì đã để khách đợi lâu thì bạn lại trả lời em ở trong nhà vệ sinh chị, lý do vô cùng phản cảm việc của bạn là đón khách và hướng dẫn khách lấy phòng chứa khách không phải nghe những lý do của nhân_viên nhân_viên. Cần xem lại thái độ của nhân_viên, phòng cách âm không tốt, còn lại đều ổn."
Dang K. N.,Đà Nẵng,Khách sạn Royal Charm,9.7,"dịch_vụ tuyệt vời, tiếp tân nhiệt tình và chu đáo, nhân_viên bảo vệ rất nhiệt tình, dọn phòng sạch_sẽ 👍🏻👍🏻👍🏻"
Pham M. C.,Quy Nhơn,Khu nghỉ dưỡng Crown Retreat Quy Nhơn,10.0,Phòng ốc của khu nghỉ dưỡng rất tuyệt
Hoai N.,Đà Lạt,K Boutique Hotel in Dalat,5.4,"nhân_viên có thái độ không tốt. Mình đứng ở xa, không nhìn rõ nhân_viên già trẻ sao, và hỏi ""em ơi hầm gửi xe ở tầng mấy?"". nhân_viên trả lời thái độ xong và kể với người khác là ""Chị ơi có 2 con hỏi em là ""em ơi"""" trong khi mình vẫn đứng đó và nghe được hết. Ngày đầu tiên nhận_phòng cũng không có khăn tắm, khăn mặt."
Ly N. D.,Đà Nẵng,Angel Hotel Danang,8.5,"nhân_viên nói chuyện nhỏ nhẹ, chu đáo, dễ thương, thân thiện. rất thích ở đây"
Loan L.,Phan Thiết,Nohana Hotel (Former Y Khoa Hotel),9.7,"Mọi thứ đều rất tuyệt, chỉ một vài chi tiết nhỏ khách_sạn lưu ý thôi 😁 chăn hơi dơ một chút, gối cũng có một số vết dơ. Chỉ vậy thôi còn lại mọi thứ đều rất tuyệt ❤️ phòng sạch_sẽ, rộng rãi, nệm êm ❤️ cảm ơn vì đã luôn mang lại những trải nghiệm tuyệt vời ❤️"
Nguyen D. N. P.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,khách_sạn và dịch_vụ rất tốt. Team ivivu tư vấn và hỗ_trợ nhiệt tình trong giai đoạn Covid.
Pham Q. D. H.,Đà Nẵng,Khách sạn Brown Bean,8.5,"khách_sạn sạch_sẽ, rất ấn tượng và sẽ quay lại."
Vo N. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.0,"Thiết kế của Victoria Phan Thiết rất phù hợp với không gian nghỉ dưỡng, phòng rộng và nhân_viên khách_sạn đều tốt. "
Dang T. M. L.,Nha Trang,Melissa Hotel Nha Trang,9.7,khách_sạn gì mà cái giường nó êm. nằm lên là ngủ lì bì. khách_sạn gì là cái khung_cảnh biển đứng trên cao nhìn xuống vừa thấy sợ mà vừa thấy đẹp .
Inneke I.,Hồ Chí Minh,Khách sạn DDA Quận 1,9.3,"Vị trí hoàn hảo, nhân_viên rất hữu ích. Có thể họ có thể cải thiện việc lựa chọn thực đơn bữa ăn sáng của họ. Nói chung tôi và chồng tôi thực sự rất thích ở lại của chúng tôi ở đó. Ngày chúng tôi kiểm tra ra, một trong những nhân_viên đã giúp chúng tôi để gọi taxi trên đường phố, đó là mát mẻ. Khi bạn muốn khám phá Quận 1, hãy ở lại khu vực sinh hoạt vào ban đêm, đây là vị trí hoàn hảo cho bạn! Ngay cả rất nhiều quán bar trong khu vực đó nhưng chúng tôi không nghe thấy bất kỳ tiếng ồn từ phòng của chúng tôi (304). Cảm ơn."
Nguyen V.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,Hài lòng.
Hien P.,Đà Nẵng,Da Nang – Mikazuki JAPANESE RESORTS & SPA,9.7,Phòng đẹp. Buffet sáng ngon. nhân_viên thân thiện. dịch_vụ tốt.
Nguyen N. P.,Vũng Tàu,Oceanami Villas & Beach Club,5.4,"nhân_viên không thân thiện, biệt_thự bị nước dột từ trên xuống dưới gây cho khách hàng bị vấp ngã, quá tệ. Buffet sáng quá tệ vì không có chỗ ngồi và lượng thức ăn không cung cấp đủ với số lượng khách quá đông. Sẽ không bao giờ quay lại lần nữa."
Phung T. H.,Phan Thiết,Victoria Phan Thiết Beach Resort & Spa,9.5,"nhân_viên thân tiện, phòng ốc ok. Tôi rất ấn tượng với nhà hàng của khu_nghỉ_mát, nhà hàng khung_cảnh nhìn ra biển rất đẹp. khung_cảnh của phòng nhìn trọn bãi biển, bãi biển tắm thì rất an toàn cho những gia đình có trẻ em. Giá có vẻ nhỉnh hơn những khách_sạn khác trong khu vực, những với dịch_vụ như vậy thì tôi thấy ổn"
Tran M. D.,Phan Thiết,Rạng Garden Beach Side Resort,5.9,"vị trí ổn, lễ tân nhiệt tình. nhưng bộ phận bếp và ăn uống thái độ lòi lõm. Phòng khá cũ, đồ ăn dở, phục_vụ rất chậm."
Nguyen M. Q.,Nha Trang,Khu nghỉ dưỡng Vinpearl Nha Trang,10.0,"Tôi là khách quen của ivivu, các bạn đặt phòng tôi yên tâm. khu_nghỉ_mát ở thoải mái"
Mai N.,Phú Quốc,VinOasis Phu Quoc,10.0,"Sảnh chờ siêu lớn, sạch_sẽ, nhà hàng buffet đa dạng món, dễ ăn. Phòng ốc sạch_sẽ, đi vào thời tiết mưa bão nên không đi chơi được nhiều, dạo dạo các sảnh rồi có khu trẻ em chơi , hồ bơi rộng nhưng mà mưa lạnh quá không tắm nổi 😮‍💨"
Luu X. T.,Đà Nẵng,InterContinental Đà Nẵng Sun Peninsula Resort,10.0,Mọi việc đều tốt như những lần trước chúng tôi đã đi
Ho P. T. M.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,10.0,"Chuyến đi của tôi rất ok, tôi hài lòng. Bạn Đức nhiệt tình tư vấn, phản hồi thông tin rất nhanh"
Phan T. T. V.,Nha Trang,Aroma Nha Trang Boutique Hotel,9.7,dịch_vụ rất tốt phòng sạch rất đẹp
Tran T. H. O.,Đà Nẵng,Khách sạn Four Points by Sheraton Đà Nẵng,10.0,"nhân_viên tư vấn tận tình hỗ trợ khách. khách_sạn đẹp, khung_cảnh biển rất đẹp, gần trung tâm, hỗ trợ khách thuê xe máy giá_cả hợp lý, ăn sáng ngon. Chúng tôi rất hài lòng. cảm ơn rất nhiều"
Huynh X. N.,Nha Trang,Vinpearl Condotel Beachfront Nha Trang,9.5,"Chuyến đi ok, tôi hài lòng với dịch_vụ và phòng tại Vinpearl "
Tang G. L.,Hà Nội,Ma Coeur Boutique Hotel,9.7,Phòng rộng sạch_sẽ đầy đủ tiện nghi. giá_cả hợp lý. Gần trung tâm phố đi bộ hoàn kiếm. Đi dạo mua sắm ăn uôwng rất tiện_lợi. Nếu có dịp công tác sẽ ghé lại.
Hieu N.,Nha Trang,Aroma Nha Trang Boutique Hotel,8.8,"Phòng rất ok, phòng tắm đẹp. Mọi thứ đều sạch_sẽ. Có điều đồ ăn hơi ít thoi nhưng mà ăn cũng rất ngon. Sảnh khách_sạn có mùi đồ ăn làm khách_sạn không thơm lắm. Nhưng vẫn cho điểm 10"
Phung T. T. V.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,8.0,"dịch_vụ tốt, mình ở 2 đêm nhưng không chỉ có dọn phòng chứa không châm thêm trà hay cà phê, nhân_viên tư vấn ivivu mình cho 10 điểm tốt. "
Duy H. N.,Hồ Chí Minh,Khách sạn Meraki Boutique,5.2,"Vị trí khá đẹp cho ai muốn ăn chơi Bùi Viện, tuy nhiên phòng nhỏ cũ kỹ không được như hình ảnh (Chỉ mang tính chất tham khảo). Vào phòng đầu thì hỏng điều hoà, chuyển qua phòng khác thì không khoá được cửa ban công, mà giữa phố Bùi Viện không đóng được của thì nhạc sàn bay cả đêm khỏi ngủ (Thích hợp cho dân bay không ngủ). Không có nước uống miễn_phí (Tương đương với nhà nghỉ chứ không phải khách_sạn)"
Vo N. H.,Hà Nội,Ma Coeur Boutique Hotel,6.0,"Mình đặt phòng ít tiền nhất nên mình chỉ chia sẻ những gì mình trải qua. Phòng 305 là phòng ẩm và nhất là gối vẫn có mùi đã qua sử dụng. Nền nhà có mùi khai của nước tiểu. nhân_viên ở đây thân thiện nhưng thật sự là cái phòng đó tệ với mình. Thừa nhận là mình hiền, không khiếu nại nên sẽ rút kinh nghiệm."
Thi M. T. N.,Phú Quốc,Vinholidays Fiesta Phú Quốc,9.1,"Phòng khách_sạn y như trên hình luôn nha, thích hợp nghỉ dưỡng hơn là du lịch vì ở khá xa trung tâm. Thêm nữa cực kỳ gợi ý mua thêm vé Vin Wonder trên app luôn nha, rẻ lắm, hoặc hỏi thêm mấy bạn nhân_viên nếu muốn mua thêm vé vào VinWonder/Safari lúc nhận_phòng nhe. Có điều lúc trả_phòng thì hơi lâu, cũng không thông báo khách là đã kiểm tra phòng xong chưa, trường hợp của mình thì đợi 30 phút + đi hỏi nhân_viên 2 lần mới xong. nhân_viên rất vui vẻ, nhiệt tình, thấy gia đình mình chụp kỉ niệm thì chạy lại hỏi có cần chụp hộ không nữa =)))"
Nguyen N. C. T.,Phan Thiết,Seahorse Resort & Spa Phan Thiết,7.0,"Khu vực khách_sạn wifi quá yếu, phòng chị mình ở 316 máy lạnh không lạnh, dột nước, phải gọi lên sửa 2 lần mà vẫn như vậy không khá hơn. Phòng của mình thì tạm ổn, mới đầu phải bật luôn máy lạnh và cả quạt trần cho mát. nhân_viên phục_vụ tận tình."
Dang X. A.,Phan Thiết,Khu nghỉ dưỡng Pandanus Phan Thiết,8.0,Tôi thấy khách_sạn và phục_vụ đều ổn
Tan K. S.,Hồ Chí Minh,The Noble Swan Woodpark Hotel,8.4,"Phòng đẹp, sạch_sẽ và thoải mái."
Le T. T. K.,Đà Nẵng,Khách sạn Royal Charm,9.1,"Royal Charm đã thực sự làm cho chúng tôi hài lòng đặc biệt là buffet ăn sáng, chúng tôi dậy muộn và xuống sảnh ăn lúc 8 rưỡi nhưng đồ ăn vẫn còn rất nhiều gần như full mọi thứ! Hơn nữa, nhân_viên cực kỳ nhiệt tình và rất tuyệt, họ luôn nở nụ cười thật tươi để chào mỗi khi gặp chúng tôi! Chắc chắn sẽ quay lại nơi này!!!!"
Nguyen T. N. B.,Quy Nhơn,Hong Diep Hotel Quy Nhon,9.1,"Tôi thấy khách_sạn dịch_vụ và phòng ở tốt, tuy hơi xa bãi tẵm nhưng khách_sạn có độ khung_cảnh đẹp"
Truong D. T.,Vũng Tàu,Oceanami Villas & Beach Club,9.7,Đồ ăn tại khu_nghỉ_mát rất ngon. Điểm trừ lại bãi biển khá hạn chế.
Pham H. S.,Đà Lạt,Victorian Hotel Dalat,9.7,"khách_sạn sạch_sẽ, vệ sinh hàng ngày. Có chỗ để xe máy và rửa xe cho những bạn đi phượt."
Tran H. M.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,10.0,"Mình rất hài lòng về chuyến đi vừa rồi, chất lượng tốt ngoài sự mong đợi, nhân_viên Huỳnh Tấn Du của ivivu thái độ phục_vụ tận tình, nói chung là mình rất hài lòng về chất lượng và giá_cả của ivivu, bên bạn sẽ là sự lựa chọn của mình trong những chuyến đi tiếp theo"
Le H. A.,Hà Nội,Hanoi Charming House,9.4,"Tôi có một kỳ nghỉ tuyệt vời cùng với mẹ mình ở đây, mọi thứ gần như không có gì để chê. Tôi sẽ quay lại đây 1 lần nữa nếu có dịp"
Duong Q. N.,Nha Trang,Khách sạn Senkotel Nha Trang,9.7,"phòng sạch_sẽ, nhân_viên nhiệt tình"
Nguyen T. V. (. T. V. N.,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,9.0,Tôi rất hài lòng về dịch_vụ khách_sạn. Chất lượng đúng với tiêu chuẩn 5 sao.
Tran T. K.,Phan Thiết,Khu nghỉ dưỡng Muine Bay Phan Thiết,7.7,"Theo tôi đánh giá mọi thứ về khu_nghỉ_mát đều tốt, thái độ phục_vụ của nhân_viên làm tôi hài lòng, nhưng vị trí của khu_nghỉ_mát khá xa trung tâm Mũi Né, đường vào khu_nghỉ_mát không có bảng chỉ dẫn nên rất khó tìm. "
Phi T.,Đà Nẵng,Khách sạn Royal Charm,10.0,"phòng sạch đẹp, lễ tân dễ thương, bác bảo vệ hiền và tốt bụng, dịch_vụ rất ok. đồ ăn sáng khá phong phú"
Le A. T.,Nha Trang,Khách sạn Senkotel Nha Trang,10.0,"Woah đó là một đêm tuyệt vời với Senkotel. Tôi yêu nhân_viên thân thiện ở đó, đặc biệt là chủ Cady. Cô ấy rất đáng yêu và hữu ích, cho tôi thấy những điểm thu hút và lời khuyên du lịch. Tôi cũng thích ăn sáng với Phở chỉ với 50 đồng. Không giới hạn cà phê, trà và trái cây là một lợi thế. Với giá rất rẻ, tôi nghĩ rằng tôi chắc chắn quay trở lại. Cảm ơn Senkotel vì dịch_vụ tuyệt vời của bạn"
Vo N. H. P.,Phú Quốc,Vinpearl Discovery Wonderworld Phú Quốc,8.0,nhân_viên tư vấn rất thân thiện và hỗ trợ nhiệt tình. Mình rất hài lòng và chúc cho ivivu sẽ luôn thành công trong tương lai
Banh T. B.,Phú Quốc,The May Hotel Phu Quoc,10.0,"Tôi đã có một thời gian tuyệt vời ở đây cho tuần trăng mật với người vợ mới cưới của tôi. giá_cả hợp lý cho mùa cao điểm. Thêm vào đó, họ có một bãi biển tuyệt vời dành riêng phía sau và ghế ngồi ngoài trời được cung cấp miễn phí. Tôi chắc chắn sẽ quay lại đây."
Kim T. T.,Hà Nội,Hanoi Charming House,5.1,khách_sạn rất tệ. Chỉ là như nhà nghỉ phòng vệ sinh rất dơ và thái độ nhân_viên cực kỳ tệ với khách hàng. Hình ảnh minh hoạ không đúng thực tế. Thật sự gây thất vọng cho khách hàng khi đã tin tưởng lựa chọn dịch_vụ này.
Luu V. T.,Đà Lạt,Cereja Hotel & Resort Dalat,8.5,"khách_sạn mới xây, nhân_viên thân thiện, khung_cảnh đẹp, có nhiều chỗ chụp ảnh đẹp!"
Tran Q. A.,Nha Trang,Khu nghỉ dưỡng The Anam Nha Trang,10.0,"khu_nghỉ_mát giá tốt, phục_vụ cực kỳ nhanh và thân thiện"
Vu H. V. N.,Huế,Khách sạn Poetic Huế,5.5,"Mình quay lại Poetic Huế vì đã trải nghiệm 1 lần ở đây rồi, lúc đó khách_sạn khá sạch_sẽ, trang trí phòng khá ổn so với giá tiền. Lần này thì mình được chuyển đến 1 khách_sạn khách, nghe chị chủ nói là cùng trong hệ thống tên là Sunshine. Khi vào phòng thì khá la thất vọng, không được như mình mong đợi."
Nguyen P. H. T.,Nha Trang,Khu nghỉ dưỡng Amiana Nha Trang,10.0,khu_nghỉ_mát hơi cũ. nhưng quang cảnh đẹp
Truong A. Q.,Hồ Chí Minh,ACE Hotel Saigon,5.8,Thời gian nhận_phòng là 14h00 nhưng mình tới 15h00 vẫn chưa có phòng. Lý do khách_sạn đưa ra là do cho phòng đó cho 1 khách bị dời lại máy bay và sáng check sót đặt phòng confirmation của mình. Mình đợi tới 16h00 hơn tí mới có phòng nên khá thất vọng về ks.
Ngo T. H. V.,Đà Nẵng,Khách sạn Brown Bean,5.7,Thái độ lviec của Lễ Tân quá kém
Van P. V.,Hà Nội,Khách sạn Hanoi Sunshine,10.0,"Thủ tục đặt phòng hợp lý, nhanh, không rườm rà. Chất lượng khách_sạn đảm bảo tốt, phòng ở đầy đủ tiện nghi, sạch_sẽ. nhân_viên, lễ tân tiếp đón, tư vấn nhiệt tình.Khách sáng tiếp tục phát huy! Hy vọng sẽ có dịp quay lại!"
Tran T. L. A.,Phú Quốc,Vinpearl Resort & Spa Phú Quốc,10.0,Chuyến đi rất ok
Phuong M.,Quy Nhơn,FLC Luxury Resort Quy Nhon,9.4,"biệt_thự đẹp, hồ bơi có khu vực cho trẻ em khá an toàn. Thức ăn trong khu_nghỉ_mát hơi ít nhưng khá được. Buổi tối hơi buồn vì không có hoạt động gì mấy và khá vắng vẻ. dịch_vụ khách_sạn ok.vote 5 sao  "
Thanh V. H.,Nha Trang,Khách sạn Mường Thanh Luxury Khánh Hòa,10.0,khách_sạn có vị trí đẹp. Phòng đặt tại app được xếp ở tầng cao (tầng 32) khung_cảnh siêu đẹp.
Trinh X. H.,Nha Trang,An Lâm Retreats Ninh Vân Bay,10.0,"Chuyến đi vui, dịch_vụ và phòng tốt. nhân_viên nhiệt tình, tôi hài lòng"
Tri K. T.,Hồ Chí Minh,ACE Hotel Saigon,8.5,Vị trí tốt Ngay trung tâm. Gần trạm xe bus trung tâm
Truong T. B. N.,Hạ Long,Saigon Halong Hotel,8.8,"Tại sao chỉ có 2 lựa chọn đánh giá. Tôi chỉ muốn nhận xét là bình thường. Vị trí cảnh quan bên ngoài khách_sạn đẹp, phòng nghỉ cũ nhưng sạch, phòng với nhỏ, đồ ăn bình thường, bể bơi quá bé phù hợp các bé vầy"
Huynh N. H.,Hà Nội,New Style House Hotel,6.0,"Bad, khách_sạn thua nhà nghỉ. Tiền thì như khách_sạn, tối thôi, chỉ một lễ tân, còn lại lên lâu không có ai và một bóng đèn nào, tivi hỏng, chăn thì mỏng xấu nhỏ. Sợ 350k quá đáng sợ"
Thao H.,Hội An,Lasenta Boutique Hotel Hoian,9.4,"khách_sạn mới đẹp, thoáng mát, rộng rãi, phòng gần khu vực cánh đồng nên hơi nhiều muỗi."
Luong C. T.,Phú Quốc,Khu nghỉ dưỡng Fusion Phú Quốc,9.5,"dịch_vụ và phòng trong chuyến đi ok, tôi hài lòng. ivivu hỗ trợ nhanh chóng"
